Epoch 1/20:   0%|                                                                                | 0/46 [00:00<?, ?it/s]/data1/yasir/envs/tensor/lib/python3.7/site-packages/torch/nn/modules/loss.py:101: UserWarning: Using a target size (torch.Size([16, 3, 128, 128])) that is different to the input size (torch.Size([16, 1, 128, 128])). This will likely lead to incorrect results due to broadcasting. Please ensure they have the same size.
  return F.l1_loss(input, target, reduction=self.reduction)
Epoch 1/20: 100%|████████████████████████████████| 46/46 [00:52<00:00,  1.14s/it, grad=0.214, loss=0.8799, ssim_m=0.679]
Epoch 2/20: 100%|████████████████████████████████| 46/46 [00:50<00:00,  1.09s/it, grad=0.173, loss=0.7122, ssim_m=0.585]
Epoch 3/20: 100%|████████████████████████████████| 46/46 [00:50<00:00,  1.09s/it, grad=0.156, loss=0.6023, ssim_m=0.504]
Epoch 4/20: 100%|████████████████████████████████| 46/46 [00:50<00:00,  1.09s/it, grad=0.135, loss=0.5594, ssim_m=0.430]
Epoch 5/20: 100%|████████████████████████████████| 46/46 [00:50<00:00,  1.09s/it, grad=0.144, loss=0.5232, ssim_m=0.406]
Epoch 6/20: 100%|████████████████████████████████| 46/46 [00:49<00:00,  1.08s/it, grad=0.135, loss=0.4903, ssim_m=0.401]
Epoch 7/20: 100%|████████████████████████████████| 46/46 [00:50<00:00,  1.09s/it, grad=0.131, loss=0.4673, ssim_m=0.383]
Epoch 8/20: 100%|████████████████████████████████| 46/46 [00:50<00:00,  1.09s/it, grad=0.126, loss=0.4565, ssim_m=0.348]
Epoch 9/20: 100%|████████████████████████████████| 46/46 [00:49<00:00,  1.09s/it, grad=0.120, loss=0.4423, ssim_m=0.312]
Epoch 10/20: 100%|███████████████████████████████| 46/46 [00:50<00:00,  1.10s/it, grad=0.128, loss=0.4501, ssim_m=0.344]
Epoch 11/20: 100%|███████████████████████████████| 46/46 [00:50<00:00,  1.09s/it, grad=0.121, loss=0.4410, ssim_m=0.312]
Epoch 12/20: 100%|███████████████████████████████| 46/46 [00:50<00:00,  1.11s/it, grad=0.117, loss=0.4401, ssim_m=0.330]
Epoch 13/20: 100%|███████████████████████████████| 46/46 [00:49<00:00,  1.08s/it, grad=0.112, loss=0.4276, ssim_m=0.306]
Epoch 14/20: 100%|███████████████████████████████| 46/46 [00:49<00:00,  1.09s/it, grad=0.109, loss=0.4250, ssim_m=0.285]
Epoch 15/20: 100%|███████████████████████████████| 46/46 [00:50<00:00,  1.10s/it, grad=0.129, loss=0.4367, ssim_m=0.369]
Epoch 16/20: 100%|███████████████████████████████| 46/46 [00:50<00:00,  1.09s/it, grad=0.130, loss=0.4320, ssim_m=0.345]
Epoch 17/20: 100%|███████████████████████████████| 46/46 [00:50<00:00,  1.10s/it, grad=0.114, loss=0.4264, ssim_m=0.284]
Epoch 18/20: 100%|███████████████████████████████| 46/46 [00:50<00:00,  1.09s/it, grad=0.104, loss=0.4237, ssim_m=0.281]
Epoch 19/20: 100%|███████████████████████████████| 46/46 [00:49<00:00,  1.09s/it, grad=0.113, loss=0.4258, ssim_m=0.300]
Epoch 20/20: 100%|███████████████████████████████| 46/46 [00:50<00:00,  1.10s/it, grad=0.121, loss=0.4234, ssim_m=0.323]
Training complete. Checkpoints saved to: ./checkpoints_rgbfusion
