Epoch 1/20:   0%|                                                                                | 0/46 [00:00<?, ?it/s]/data1/yasir/envs/tensor/lib/python3.7/site-packages/torch/nn/modules/loss.py:101: UserWarning: Using a target size (torch.Size([16, 3, 128, 128])) that is different to the input size (torch.Size([16, 1, 128, 128])). This will likely lead to incorrect results due to broadcasting. Please ensure they have the same size.
  return F.l1_loss(input, target, reduction=self.reduction)
Epoch 1/20: 100%|████████████████████████████████| 46/46 [00:53<00:00,  1.16s/it, grad=0.217, loss=0.9454, ssim_m=0.685]
Epoch 2/20: 100%|████████████████████████████████| 46/46 [00:50<00:00,  1.10s/it, grad=0.187, loss=0.7494, ssim_m=0.636]
Epoch 3/20: 100%|████████████████████████████████| 46/46 [00:50<00:00,  1.10s/it, grad=0.165, loss=0.6383, ssim_m=0.540]
Epoch 4/20: 100%|████████████████████████████████| 46/46 [00:50<00:00,  1.10s/it, grad=0.137, loss=0.5683, ssim_m=0.436]
Epoch 5/20: 100%|████████████████████████████████| 46/46 [00:49<00:00,  1.08s/it, grad=0.143, loss=0.5221, ssim_m=0.418]
Epoch 6/20: 100%|████████████████████████████████| 46/46 [00:50<00:00,  1.09s/it, grad=0.137, loss=0.4909, ssim_m=0.417]
Epoch 7/20: 100%|████████████████████████████████| 46/46 [00:50<00:00,  1.10s/it, grad=0.131, loss=0.4707, ssim_m=0.403]
Epoch 8/20: 100%|████████████████████████████████| 46/46 [00:50<00:00,  1.09s/it, grad=0.130, loss=0.4570, ssim_m=0.362]
Epoch 9/20: 100%|████████████████████████████████| 46/46 [00:50<00:00,  1.10s/it, grad=0.123, loss=0.4441, ssim_m=0.324]
Epoch 10/20: 100%|███████████████████████████████| 46/46 [00:50<00:00,  1.09s/it, grad=0.132, loss=0.4545, ssim_m=0.360]
Epoch 11/20: 100%|███████████████████████████████| 46/46 [00:50<00:00,  1.09s/it, grad=0.126, loss=0.4451, ssim_m=0.322]
Epoch 12/20: 100%|███████████████████████████████| 46/46 [00:50<00:00,  1.09s/it, grad=0.124, loss=0.4440, ssim_m=0.344]
Epoch 13/20: 100%|███████████████████████████████| 46/46 [00:50<00:00,  1.09s/it, grad=0.117, loss=0.4304, ssim_m=0.320]
Epoch 14/20: 100%|███████████████████████████████| 46/46 [00:50<00:00,  1.10s/it, grad=0.114, loss=0.4287, ssim_m=0.297]
Epoch 15/20: 100%|███████████████████████████████| 46/46 [00:49<00:00,  1.07s/it, grad=0.134, loss=0.4397, ssim_m=0.387]
Epoch 16/20: 100%|███████████████████████████████| 46/46 [00:50<00:00,  1.10s/it, grad=0.136, loss=0.4357, ssim_m=0.356]
Epoch 17/20: 100%|███████████████████████████████| 46/46 [00:50<00:00,  1.10s/it, grad=0.119, loss=0.4300, ssim_m=0.295]
Epoch 18/20: 100%|███████████████████████████████| 46/46 [00:50<00:00,  1.09s/it, grad=0.110, loss=0.4278, ssim_m=0.292]
Epoch 19/20: 100%|███████████████████████████████| 46/46 [00:50<00:00,  1.10s/it, grad=0.118, loss=0.4297, ssim_m=0.309]
Epoch 20/20: 100%|███████████████████████████████| 46/46 [00:49<00:00,  1.08s/it, grad=0.127, loss=0.4271, ssim_m=0.332]
Training complete. Checkpoints saved to: ./checkpoints_rgbfusion
