Epoch 1/20:   0%|                                                                                | 0/46 [00:00<?, ?it/s]/data1/yasir/envs/tensor/lib/python3.7/site-packages/torch/nn/modules/loss.py:101: UserWarning: Using a target size (torch.Size([16, 3, 128, 128])) that is different to the input size (torch.Size([16, 1, 128, 128])). This will likely lead to incorrect results due to broadcasting. Please ensure they have the same size.
  return F.l1_loss(input, target, reduction=self.reduction)
Epoch 1/20: 100%|████████████████████████████████| 46/46 [00:52<00:00,  1.15s/it, grad=0.180, loss=1.1315, ssim_m=0.580]
Epoch 2/20: 100%|████████████████████████████████| 46/46 [00:49<00:00,  1.07s/it, grad=0.123, loss=0.8153, ssim_m=0.318]
Epoch 3/20: 100%|████████████████████████████████| 46/46 [00:50<00:00,  1.09s/it, grad=0.092, loss=0.6575, ssim_m=0.246]
Epoch 4/20: 100%|████████████████████████████████| 46/46 [00:50<00:00,  1.09s/it, grad=0.083, loss=0.5917, ssim_m=0.187]
Epoch 5/20: 100%|████████████████████████████████| 46/46 [00:50<00:00,  1.09s/it, grad=0.085, loss=0.5658, ssim_m=0.186]
Epoch 6/20: 100%|████████████████████████████████| 46/46 [00:50<00:00,  1.10s/it, grad=0.078, loss=0.5509, ssim_m=0.190]
Epoch 7/20: 100%|████████████████████████████████| 46/46 [00:49<00:00,  1.08s/it, grad=0.084, loss=0.5364, ssim_m=0.194]
Epoch 8/20: 100%|████████████████████████████████| 46/46 [00:50<00:00,  1.09s/it, grad=0.075, loss=0.5332, ssim_m=0.180]
Epoch 9/20: 100%|████████████████████████████████| 46/46 [00:50<00:00,  1.09s/it, grad=0.075, loss=0.5162, ssim_m=0.166]
Epoch 10/20: 100%|███████████████████████████████| 46/46 [00:50<00:00,  1.09s/it, grad=0.080, loss=0.5283, ssim_m=0.177]
Epoch 11/20: 100%|███████████████████████████████| 46/46 [00:50<00:00,  1.09s/it, grad=0.074, loss=0.5185, ssim_m=0.159]
Epoch 12/20: 100%|███████████████████████████████| 46/46 [00:49<00:00,  1.08s/it, grad=0.074, loss=0.5184, ssim_m=0.172]
Epoch 13/20: 100%|███████████████████████████████| 46/46 [00:50<00:00,  1.09s/it, grad=0.068, loss=0.5025, ssim_m=0.155]
Epoch 14/20: 100%|███████████████████████████████| 46/46 [00:50<00:00,  1.09s/it, grad=0.065, loss=0.5005, ssim_m=0.142]
Epoch 15/20: 100%|███████████████████████████████| 46/46 [00:50<00:00,  1.09s/it, grad=0.074, loss=0.5099, ssim_m=0.170]
Epoch 16/20: 100%|███████████████████████████████| 46/46 [00:50<00:00,  1.09s/it, grad=0.079, loss=0.5056, ssim_m=0.174]
Epoch 17/20: 100%|███████████████████████████████| 46/46 [00:49<00:00,  1.07s/it, grad=0.067, loss=0.5009, ssim_m=0.143]
Epoch 18/20: 100%|███████████████████████████████| 46/46 [00:50<00:00,  1.10s/it, grad=0.060, loss=0.4960, ssim_m=0.138]
Epoch 19/20: 100%|███████████████████████████████| 46/46 [00:50<00:00,  1.09s/it, grad=0.067, loss=0.4966, ssim_m=0.149]
Epoch 20/20: 100%|███████████████████████████████| 46/46 [00:50<00:00,  1.10s/it, grad=0.072, loss=0.4933, ssim_m=0.164]
Training complete. Checkpoints saved to: ./checkpoints_rgbfusion
